DISTRICT.NAME,NEIGHBORHOOD.NAME,WEEKDAY,MONTH,DAY,HOUR,PART.OF.THE.DAY,MILD.INJURIES,SERIOUS.INJURIES,VICTIMS,VEHICLES.INVOLVED,LONGITUDE,LATITUDE
Ciutat Vella,el Raval,Thursday,May,18,0,Night,3,0,3,2,2.176656,41.374429
Ciutat Vella,el Raval,Thursday,November,16,20,Afternoon,1,0,1,1,2.167196,41.380288
Ciutat Vella,el Raval,Friday,June,23,1,Night,1,0,1,1,2.170537,41.375415
Ciutat Vella,el Raval,Tuesday,July,4,19,Afternoon,1,0,1,1,2.176835,41.375294
Ciutat Vella,el Raval,Thursday,April,20,16,Afternoon,0,0,0,2,2.173452,41.375058
Ciutat Vella,el Raval,Sunday,December,10,0,Night,1,0,1,2,2.176292,41.372365
Ciutat Vella,el Raval,Saturday,May,27,15,Afternoon,1,0,1,1,2.176311,41.374766
Ciutat Vella,el Raval,Sunday,October,29,21,Afternoon,0,0,0,1,2.177624,41.374301
Ciutat Vella,el Raval,Friday,November,3,13,Morning,0,0,0,1,2.174252,41.376651
Ciutat Vella,el Barri Gòtic,Tuesday,February,28,7,Morning,3,0,3,3,2.177375,41.373978
Ciutat Vella,el Barri Gòtic,Monday,May,8,21,Afternoon,1,0,1,2,2.178907,41.383833
Ciutat Vella,el Barri Gòtic,Saturday,December,16,18,Afternoon,1,0,1,2,2.176248,41.377971
Ciutat Vella,el Barri Gòtic,Thursday,April,13,21,Afternoon,1,0,1,2,2.179138,41.377884
Ciutat Vella,el Barri Gòtic,Thursday,November,16,18,Afternoon,1,0,1,1,2.170717,41.385915
Ciutat Vella,el Barri Gòtic,Thursday,October,19,17,Afternoon,1,0,1,2,2.176835,41.375294
Ciutat Vella,el Barri Gòtic,Saturday,December,16,10,Morning,1,0,1,2,2.177378,41.375299
Ciutat Vella,el Barri Gòtic,Sunday,August,20,7,Morning,1,0,1,1,2.179935,41.377958
Ciutat Vella,el Barri Gòtic,Friday,August,4,10,Morning,0,0,0,1,2.20493,41.444642
Ciutat Vella,el Barri Gòtic,Wednesday,June,21,11,Morning,0,0,0,1,2.176728,41.382436
Ciutat Vella,el Raval,Monday,January,30,11,Morning,1,0,1,1,2.168071,41.37976
Ciutat Vella,el Raval,Saturday,April,8,3,Night,0,0,0,1,2.170357,41.384628
Ciutat Vella,el Raval,Saturday,October,14,9,Morning,2,0,2,1,2.165437,41.385956
Ciutat Vella,el Raval,Tuesday,October,31,14,Afternoon,1,0,1,1,2.165814,41.385829
Ciutat Vella,el Raval,Sunday,August,13,16,Afternoon,1,0,1,2,2.167707,41.385668
Ciutat Vella,el Raval,Wednesday,April,5,20,Afternoon,2,0,2,1,2.169344,41.385405
Ciutat Vella,el Raval,Friday,February,17,12,Morning,1,0,1,2,2.166857,41.385626
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,July,2,12,Morning,1,0,1,1,2.183262,41.38258
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,January,17,16,Afternoon,1,0,1,1,2.186597,41.388181
Ciutat Vella,la Barceloneta,Sunday,August,13,0,Night,1,0,1,1,2.188424,41.378192
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,May,12,14,Afternoon,0,0,0,1,2.186597,41.388181
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,February,19,16,Afternoon,1,0,1,1,2.183294,41.383379
Ciutat Vella,la Barceloneta,Saturday,October,21,20,Afternoon,2,0,2,1,2.188231,41.378482
Ciutat Vella,la Barceloneta,Thursday,April,13,18,Afternoon,1,0,1,2,2.2018,41.392004
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,September,25,19,Afternoon,1,0,1,3,2.183891,41.381171
Ciutat Vella,la Barceloneta,Thursday,September,14,12,Morning,3,0,3,1,2.187019,41.382208
Ciutat Vella,la Barceloneta,Wednesday,May,10,18,Afternoon,1,0,1,2,2.187019,41.382208
Ciutat Vella,la Barceloneta,Friday,December,29,8,Morning,1,0,1,2,2.189087,41.38315
Ciutat Vella,la Barceloneta,Saturday,May,13,17,Afternoon,2,0,2,2,2.188342,41.381596
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,February,8,16,Afternoon,1,0,1,5,2.183891,41.381171
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,October,15,18,Afternoon,1,0,1,2,2.182552,41.381358
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,May,31,22,Night,0,1,1,2,2.181974,41.381016
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,April,12,19,Afternoon,0,0,0,2,2.182206,41.381336
Ciutat Vella,la Barceloneta,Wednesday,February,1,10,Morning,1,0,1,2,2.193746,41.386113
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,October,30,15,Afternoon,1,0,1,2,2.185192,41.384459
Ciutat Vella,el Barri Gòtic,Wednesday,June,14,21,Afternoon,2,0,2,1,2.171319,41.386944
Ciutat Vella,el Barri Gòtic,Saturday,October,21,17,Afternoon,1,0,1,2,2.17103,41.387632
Ciutat Vella,el Barri Gòtic,Thursday,May,25,16,Afternoon,1,0,1,1,2.175365,41.384616
Ciutat Vella,el Barri Gòtic,Tuesday,July,11,16,Afternoon,2,0,2,1,2.176959,41.385301
Ciutat Vella,el Barri Gòtic,Monday,December,11,13,Morning,1,0,1,2,2.173553,41.387734
Ciutat Vella,el Barri Gòtic,Monday,January,23,15,Afternoon,1,0,1,1,2.176959,41.385301
Ciutat Vella,el Barri Gòtic,Wednesday,March,15,20,Afternoon,3,0,3,2,2.176281,41.385674
Ciutat Vella,la Barceloneta,Thursday,August,10,22,Night,1,0,1,2,2.195364,41.386727
Ciutat Vella,la Barceloneta,Wednesday,December,20,16,Afternoon,2,0,2,2,2.195657,41.386345
Ciutat Vella,la Barceloneta,Friday,June,30,17,Afternoon,1,0,1,2,2.195364,41.386727
Ciutat Vella,la Barceloneta,Monday,April,24,7,Morning,1,0,1,2,2.194296,41.382535
Ciutat Vella,la Barceloneta,Friday,October,13,17,Afternoon,0,0,0,1,2.189431,41.376605
Ciutat Vella,la Barceloneta,Monday,February,20,22,Night,1,0,1,1,2.190367,41.381944
Ciutat Vella,la Barceloneta,Sunday,January,29,10,Morning,1,0,1,2,2.195974,41.386421
Ciutat Vella,la Barceloneta,Thursday,March,16,5,Night,1,0,1,1,2.194666,41.383405
Ciutat Vella,la Barceloneta,Wednesday,October,25,23,Night,1,0,1,2,2.184135,41.382152
Ciutat Vella,la Barceloneta,Sunday,June,25,18,Afternoon,2,0,2,1,2.19062,41.376775
Ciutat Vella,la Barceloneta,Friday,June,30,17,Afternoon,1,0,1,2,2.18896,41.377193
Ciutat Vella,la Barceloneta,Friday,June,2,18,Afternoon,1,0,1,2,2.189986,41.377429
Ciutat Vella,la Barceloneta,Friday,October,13,20,Afternoon,2,0,2,2,2.195364,41.386727
Ciutat Vella,la Barceloneta,Sunday,October,15,12,Morning,0,0,0,2,2.184747,41.382178
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,April,13,16,Afternoon,3,0,3,1,2.181406,41.389262
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,May,12,19,Afternoon,1,0,1,1,2.177675,41.38623
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,April,28,21,Afternoon,1,0,1,2,2.183824,41.389514
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,August,22,16,Afternoon,1,0,1,1,2.184155,41.389768
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,December,24,14,Afternoon,1,0,1,2,2.174919,41.387003
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,February,6,12,Morning,0,0,0,1,2.178684,41.386873
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,July,18,11,Morning,1,0,1,1,2.174323,41.38729
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,June,8,16,Afternoon,1,0,1,2,2.174323,41.38729
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,April,13,22,Night,1,0,1,2,2.176959,41.385301
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,January,27,11,Morning,2,0,2,2,2.178172,41.384525
Ciutat Vella,el Raval,Tuesday,July,11,23,Night,1,0,1,2,2.176656,41.374429
Ciutat Vella,el Raval,Sunday,July,30,13,Morning,0,0,0,1,2.168789,41.379569
Ciutat Vella,el Raval,Friday,May,26,14,Afternoon,2,0,2,2,2.163143,41.378668
Ciutat Vella,el Raval,Friday,April,14,15,Afternoon,2,0,2,1,2.171605,41.377202
Ciutat Vella,el Raval,Thursday,November,23,21,Afternoon,1,0,1,2,2.167733,41.374962
Ciutat Vella,el Raval,Saturday,March,4,0,Night,0,2,2,1,2.170003,41.374971
Ciutat Vella,el Raval,Tuesday,July,18,20,Afternoon,1,0,1,1,2.172961,41.380418
Ciutat Vella,el Raval,Monday,July,10,22,Night,1,0,1,2,2.175424,41.376237
Ciutat Vella,el Raval,Tuesday,June,13,11,Morning,0,0,0,1,2.176455,41.376735
Ciutat Vella,el Barri Gòtic,Monday,July,17,23,Night,2,0,2,2,2.17954,41.383496
Ciutat Vella,el Barri Gòtic,Saturday,July,22,1,Night,2,0,2,3,2.179094,41.38355
Ciutat Vella,el Barri Gòtic,Saturday,June,3,13,Morning,0,0,0,2,2.181393,41.380916
Ciutat Vella,el Barri Gòtic,Friday,March,24,8,Morning,0,0,0,1,2.174959,41.380412
Ciutat Vella,el Barri Gòtic,Thursday,April,6,21,Afternoon,1,0,1,2,2.179821,41.378816
Ciutat Vella,el Barri Gòtic,Friday,August,4,18,Afternoon,2,0,2,3,2.171421,41.386633
Ciutat Vella,el Barri Gòtic,Saturday,December,9,7,Morning,1,0,1,1,2.171148,41.386417
Ciutat Vella,el Barri Gòtic,Monday,June,5,13,Morning,0,0,0,1,2.177023,41.376901
Ciutat Vella,el Barri Gòtic,Tuesday,August,22,0,Night,2,0,2,1,2.176835,41.375294
Ciutat Vella,el Barri Gòtic,Sunday,June,18,0,Night,1,0,1,2,2.177332,41.380828
Ciutat Vella,el Barri Gòtic,Friday,March,10,8,Morning,1,0,1,1,2.180517,41.381976
Ciutat Vella,el Barri Gòtic,Sunday,February,5,6,Morning,0,0,0,1,2.181411,41.381533
Ciutat Vella,el Barri Gòtic,Sunday,June,18,19,Afternoon,1,0,1,2,2.1747,41.379815
Ciutat Vella,el Barri Gòtic,Friday,April,21,10,Morning,2,0,2,4,2.2018,41.392004
Ciutat Vella,el Raval,Friday,March,17,17,Afternoon,1,0,1,1,2.167466,41.383443
Ciutat Vella,el Raval,Thursday,October,5,9,Morning,0,0,0,1,2.168067,41.38484
Ciutat Vella,el Raval,Sunday,July,9,4,Night,0,0,0,1,2.164858,41.384793
Ciutat Vella,el Barri Gòtic,Friday,January,13,17,Afternoon,0,0,0,1,2.176728,41.382436
Ciutat Vella,el Raval,Friday,December,1,18,Afternoon,2,0,2,1,2.165281,41.38577
Ciutat Vella,el Raval,Monday,May,29,19,Afternoon,1,0,1,2,2.165437,41.385956
Ciutat Vella,el Raval,Friday,November,17,17,Afternoon,1,0,1,2,2.165814,41.385829
Ciutat Vella,el Barri Gòtic,Wednesday,July,26,16,Afternoon,1,0,1,2,2.180722,41.382223
Ciutat Vella,el Barri Gòtic,Tuesday,November,7,9,Morning,1,0,1,1,2.175581,41.383855
Ciutat Vella,el Raval,Monday,August,14,23,Night,0,0,0,2,2.172518,41.381722
Ciutat Vella,el Raval,Monday,January,9,12,Morning,0,0,0,1,2.166382,41.38087
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,July,9,0,Night,1,0,1,2,2.183229,41.387553
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,May,26,11,Morning,1,0,1,1,2.183106,41.388326
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,February,22,12,Morning,1,0,1,2,2.183262,41.38258
Ciutat Vella,la Barceloneta,Wednesday,April,19,14,Afternoon,0,0,0,2,2.18842,41.379496
Ciutat Vella,la Barceloneta,Wednesday,October,11,17,Afternoon,2,0,2,2,2.18401,41.380974
Ciutat Vella,la Barceloneta,Thursday,December,28,20,Afternoon,2,0,2,2,2.187644,41.382492
Ciutat Vella,la Barceloneta,Friday,August,18,14,Afternoon,1,0,1,3,2.187019,41.382208
Ciutat Vella,la Barceloneta,Thursday,April,20,19,Afternoon,0,0,0,2,2.2018,41.392004
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,September,12,15,Afternoon,1,0,1,2,2.183229,41.387553
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,April,12,15,Afternoon,2,0,2,2,2.183372,41.387154
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,June,12,19,Afternoon,2,0,2,3,2.192509,41.387168
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,November,27,1,Night,2,0,2,2,2.183983,41.381544
Ciutat Vella,el Barri Gòtic,Friday,September,1,8,Morning,1,0,1,2,2.174926,41.386697
Ciutat Vella,el Barri Gòtic,Thursday,August,10,23,Night,1,0,1,3,2.174926,41.386697
Ciutat Vella,el Barri Gòtic,Thursday,July,27,5,Night,1,0,1,1,2.173553,41.387734
Ciutat Vella,la Barceloneta,Wednesday,May,17,6,Morning,5,0,5,2,2.195364,41.386727
Ciutat Vella,la Barceloneta,Wednesday,October,25,7,Morning,1,0,1,2,2.182748,41.380867
Ciutat Vella,la Barceloneta,Friday,May,26,18,Afternoon,1,0,1,1,2.191274,41.377746
Ciutat Vella,la Barceloneta,Wednesday,May,10,2,Night,0,0,0,2,2.194805,41.387167
Ciutat Vella,la Barceloneta,Sunday,June,18,15,Afternoon,1,0,1,2,2.190732,41.383453
Ciutat Vella,la Barceloneta,Sunday,September,10,0,Night,1,0,1,1,2.189045,41.377098
Ciutat Vella,la Barceloneta,Friday,August,25,15,Afternoon,1,0,1,2,2.189434,41.383657
Ciutat Vella,la Barceloneta,Tuesday,October,3,20,Afternoon,1,0,1,1,2.195947,41.388026
Ciutat Vella,la Barceloneta,Thursday,April,13,19,Afternoon,1,0,1,1,2.195947,41.388026
Ciutat Vella,la Barceloneta,Tuesday,April,4,9,Morning,1,0,1,3,2.2018,41.392004
Ciutat Vella,la Barceloneta,Monday,August,21,7,Morning,1,0,1,2,2.194805,41.387167
Ciutat Vella,la Barceloneta,Monday,December,18,17,Afternoon,3,0,3,2,2.191207,41.379551
Ciutat Vella,la Barceloneta,Wednesday,May,31,18,Afternoon,1,0,1,2,2.185848,41.381808
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,April,23,7,Morning,2,0,2,2,2.18304,41.388628
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Saturday,April,1,11,Morning,1,0,1,2,2.184576,41.389759
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,June,9,12,Morning,1,0,1,1,2.181186,41.391866
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,November,22,10,Morning,2,0,2,2,2.179882,41.388104
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,December,20,9,Morning,1,0,1,2,2.176959,41.385301
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,August,29,10,Morning,1,0,1,2,2.176959,41.385301
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,October,16,11,Morning,1,0,1,1,2.179461,41.385378
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,January,23,7,Morning,0,0,0,1,2.178535,41.386642
Ciutat Vella,el Raval,Friday,September,29,9,Morning,1,0,1,1,2.169466,41.378995
Ciutat Vella,el Raval,Friday,June,2,14,Afternoon,2,0,2,3,2.17226,41.375009
Ciutat Vella,el Raval,Friday,March,3,17,Afternoon,0,0,0,1,2.171208,41.377391
Ciutat Vella,el Raval,Friday,March,10,13,Morning,0,0,0,2,2.171651,41.375052
Ciutat Vella,el Raval,Wednesday,August,2,10,Morning,1,0,1,2,2.16731,41.380413
Ciutat Vella,el Raval,Monday,June,26,8,Morning,1,0,1,2,2.167996,41.375237
Ciutat Vella,el Raval,Friday,July,7,14,Afternoon,2,0,2,3,2.176062,41.376292
Ciutat Vella,el Raval,Saturday,September,16,13,Morning,1,0,1,2,2.175424,41.376237
Ciutat Vella,el Raval,Saturday,February,18,19,Afternoon,1,0,1,2,2.175854,41.377503
Ciutat Vella,el Raval,Sunday,December,17,9,Morning,1,0,1,2,2.175212,41.374807
Ciutat Vella,el Barri Gòtic,Friday,March,10,7,Morning,2,0,2,1,2.176835,41.375294
Ciutat Vella,el Barri Gòtic,Thursday,July,6,12,Morning,3,0,3,1,2.181974,41.381016
Ciutat Vella,el Barri Gòtic,Tuesday,March,7,8,Morning,0,0,0,1,2.174775,41.380103
Ciutat Vella,el Barri Gòtic,Monday,July,3,1,Night,1,0,1,2,2.176139,41.378242
Ciutat Vella,el Barri Gòtic,Thursday,April,27,15,Afternoon,1,0,1,2,2.179138,41.377884
Ciutat Vella,el Barri Gòtic,Thursday,October,19,16,Afternoon,1,0,1,1,2.171805,41.38639
Ciutat Vella,el Barri Gòtic,Wednesday,September,20,12,Morning,4,0,4,1,2.171148,41.386417
Ciutat Vella,el Barri Gòtic,Sunday,July,16,22,Night,1,0,1,2,2.177246,41.376295
Ciutat Vella,el Barri Gòtic,Monday,October,2,8,Morning,1,0,1,2,2.180549,41.378736
Ciutat Vella,el Barri Gòtic,Sunday,September,10,7,Morning,1,0,1,1,2.179935,41.377958
Ciutat Vella,el Barri Gòtic,Thursday,July,20,11,Morning,1,0,1,2,2.181393,41.380916
Ciutat Vella,el Barri Gòtic,Monday,December,25,6,Morning,0,0,0,1,2.20493,41.444642
Ciutat Vella,el Barri Gòtic,Tuesday,December,19,13,Morning,1,0,1,2,2.179138,41.377884
Ciutat Vella,el Barri Gòtic,Tuesday,November,28,0,Night,1,0,1,2,2.17639,41.385741
Ciutat Vella,el Barri Gòtic,Saturday,July,22,13,Morning,1,0,1,2,2.181974,41.381016
Ciutat Vella,el Raval,Monday,August,21,10,Morning,1,0,1,2,2.171445,41.383841
Ciutat Vella,el Raval,Friday,October,20,4,Night,1,0,1,1,2.163919,41.38494
Ciutat Vella,el Raval,Thursday,September,21,9,Morning,1,0,1,1,2.169564,41.384703
Ciutat Vella,el Barri Gòtic,Sunday,March,12,1,Night,1,0,1,2,2.178367,41.384101
Ciutat Vella,el Raval,Saturday,June,17,17,Afternoon,1,0,1,1,2.166088,41.385062
Ciutat Vella,el Raval,Friday,April,7,12,Morning,1,0,1,1,2.168955,41.381555
Ciutat Vella,el Raval,Friday,March,3,16,Afternoon,0,0,0,1,2.16356,41.380272
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Saturday,March,25,10,Morning,1,0,1,1,2.183262,41.38258
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,December,20,18,Afternoon,1,0,1,2,2.183991,41.386986
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,November,16,15,Afternoon,4,0,4,2,2.184285,41.383103
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,July,4,10,Morning,1,0,1,2,2.183262,41.38258
Ciutat Vella,la Barceloneta,Tuesday,July,25,11,Morning,1,0,1,2,2.187799,41.382918
Ciutat Vella,la Barceloneta,Thursday,September,28,19,Afternoon,1,0,1,1,2.189087,41.38315
Ciutat Vella,la Barceloneta,Monday,June,19,12,Morning,1,0,1,2,2.188893,41.383551
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,February,23,12,Morning,2,0,2,2,2.187799,41.382918
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,July,25,10,Morning,1,0,1,2,2.186992,41.38296
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Saturday,February,18,13,Morning,1,0,1,2,2.18401,41.380974
Ciutat Vella,la Barceloneta,Thursday,February,9,15,Afternoon,1,0,1,2,2.204611,41.393827
Ciutat Vella,la Barceloneta,Friday,March,17,10,Morning,1,0,1,3,2.191962,41.384946
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,September,28,19,Afternoon,2,0,2,1,2.183262,41.38258
Ciutat Vella,el Barri Gòtic,Tuesday,January,10,16,Afternoon,1,0,1,2,2.171745,41.38711
Ciutat Vella,la Barceloneta,Sunday,May,14,17,Afternoon,0,1,1,1,2.191696,41.378911
Ciutat Vella,la Barceloneta,Saturday,August,5,5,Night,1,0,1,2,2.195364,41.386727
Ciutat Vella,la Barceloneta,Wednesday,June,21,17,Afternoon,2,0,2,3,2.189588,41.375605
Ciutat Vella,la Barceloneta,Friday,September,29,19,Afternoon,0,0,0,1,2.196556,41.387084
Ciutat Vella,la Barceloneta,Tuesday,November,28,13,Morning,1,0,1,2,2.194967,41.387017
Ciutat Vella,la Barceloneta,Tuesday,December,12,12,Morning,1,0,1,2,2.194967,41.387017
Ciutat Vella,la Barceloneta,Thursday,August,24,12,Morning,0,0,0,1,2.192352,41.380645
Ciutat Vella,la Barceloneta,Thursday,June,1,22,Night,0,0,0,2,2.194739,41.386026
Ciutat Vella,la Barceloneta,Monday,September,25,22,Night,1,0,1,3,2.188486,41.377843
Ciutat Vella,la Barceloneta,Thursday,June,15,12,Morning,0,0,0,1,2.198804,41.38549
Ciutat Vella,la Barceloneta,Thursday,June,29,21,Afternoon,1,0,1,2,2.192612,41.380074
Ciutat Vella,la Barceloneta,Thursday,April,13,17,Afternoon,7,0,7,2,2.188893,41.383551
Ciutat Vella,la Barceloneta,Monday,June,19,17,Afternoon,1,0,1,2,2.18981,41.383749
Ciutat Vella,la Barceloneta,Friday,September,1,23,Night,3,0,3,2,2.191425,41.384372
Ciutat Vella,la Barceloneta,Tuesday,November,21,20,Afternoon,1,0,1,2,2.188893,41.383551
Ciutat Vella,la Barceloneta,Sunday,April,23,18,Afternoon,0,0,0,3,2.188893,41.383551
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Saturday,September,23,14,Afternoon,1,0,1,2,2.183019,41.388094
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Saturday,April,29,6,Morning,1,0,1,2,2.184576,41.389759
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,August,1,17,Afternoon,0,0,0,1,2.178529,41.387032
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,August,9,10,Morning,1,0,1,1,2.179886,41.383231
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,August,30,21,Afternoon,1,0,1,2,2.178907,41.383833
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,March,31,17,Afternoon,1,0,1,2,2.177974,41.384675
Ciutat Vella,el Raval,Tuesday,July,4,14,Afternoon,1,0,1,2,2.176656,41.374429
Ciutat Vella,el Raval,Wednesday,May,3,5,Night,0,1,1,2,2.2018,41.392004
Ciutat Vella,el Raval,Tuesday,September,26,16,Afternoon,1,0,1,2,2.166569,41.376049
Ciutat Vella,el Raval,Wednesday,April,12,11,Morning,1,0,1,3,2.170245,41.378332
Ciutat Vella,el Raval,Monday,April,24,17,Afternoon,1,0,1,2,2.165915,41.379476
Ciutat Vella,el Raval,Friday,January,27,12,Morning,0,0,0,1,2.164892,41.377683
Ciutat Vella,el Raval,Tuesday,February,7,18,Afternoon,1,0,1,2,2.168655,41.379683
Ciutat Vella,el Raval,Tuesday,August,8,22,Night,1,0,1,2,2.170739,41.375109
Ciutat Vella,el Raval,Tuesday,October,17,1,Night,2,0,2,1,2.167081,41.380204
Ciutat Vella,el Raval,Wednesday,May,17,15,Afternoon,1,0,1,3,2.173055,41.38111
Ciutat Vella,el Raval,Friday,January,13,14,Afternoon,1,0,1,2,2.177246,41.376295
Ciutat Vella,el Raval,Wednesday,February,15,1,Night,1,0,1,1,2.170553,41.377714
Ciutat Vella,el Raval,Friday,May,19,18,Afternoon,0,0,0,1,2.176311,41.374766
Ciutat Vella,el Barri Gòtic,Friday,April,7,12,Morning,1,0,1,1,2.18124,41.381196
Ciutat Vella,el Barri Gòtic,Saturday,January,14,14,Afternoon,2,0,2,1,2.178455,41.37557
Ciutat Vella,el Barri Gòtic,Friday,July,14,0,Night,2,0,2,2,2.181974,41.381016
Ciutat Vella,el Barri Gòtic,Thursday,May,11,21,Afternoon,1,0,1,2,2.181132,41.380552
Ciutat Vella,el Barri Gòtic,Friday,August,11,10,Morning,1,0,1,1,2.174664,41.380641
Ciutat Vella,el Barri Gòtic,Friday,December,1,16,Afternoon,0,0,0,2,2.171002,41.386247
Ciutat Vella,el Barri Gòtic,Wednesday,April,26,21,Afternoon,0,0,0,1,2.173679,41.382265
Ciutat Vella,el Barri Gòtic,Sunday,August,13,10,Morning,0,0,0,1,2.179217,41.37899
Ciutat Vella,el Barri Gòtic,Monday,June,19,14,Afternoon,1,0,1,2,2.171282,41.384094
Ciutat Vella,el Barri Gòtic,Wednesday,June,21,22,Night,1,0,1,2,2.170086,41.385495
Ciutat Vella,el Barri Gòtic,Tuesday,July,4,21,Afternoon,1,0,1,1,2.178021,41.376113
Ciutat Vella,el Barri Gòtic,Friday,October,6,6,Morning,0,1,1,1,2.177378,41.375299
Ciutat Vella,el Barri Gòtic,Friday,December,22,15,Afternoon,1,0,1,1,2.178248,41.381981
Ciutat Vella,el Barri Gòtic,Friday,July,28,15,Afternoon,1,0,1,1,2.177696,41.380431
Ciutat Vella,el Barri Gòtic,Tuesday,April,4,22,Night,2,0,2,1,2.182875,41.381261
Ciutat Vella,el Barri Gòtic,Sunday,May,21,21,Afternoon,0,1,1,2,2.181336,41.380848
Ciutat Vella,el Barri Gòtic,Friday,June,30,18,Afternoon,1,0,1,2,2.179935,41.377958
Ciutat Vella,el Barri Gòtic,Sunday,June,11,21,Afternoon,1,0,1,2,2.178021,41.376113
Ciutat Vella,el Barri Gòtic,Sunday,April,23,18,Afternoon,1,0,1,2,2.2018,41.392004
Ciutat Vella,el Barri Gòtic,Tuesday,June,27,13,Morning,4,0,4,4,2.178204,41.374664
Ciutat Vella,el Barri Gòtic,Sunday,October,15,17,Afternoon,0,1,1,1,2.18025,41.379377
Ciutat Vella,el Raval,Saturday,June,10,21,Afternoon,1,0,1,1,2.167542,41.385567
Ciutat Vella,el Raval,Tuesday,August,8,14,Afternoon,1,0,1,2,2.171718,41.383015
Ciutat Vella,el Barri Gòtic,Wednesday,November,22,8,Morning,1,0,1,2,2.176688,41.384771
Ciutat Vella,el Raval,Saturday,June,24,2,Night,0,0,0,1,2.165822,41.384444
Ciutat Vella,el Raval,Thursday,June,29,22,Night,1,0,1,1,2.168502,41.381483
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Thursday,June,22,17,Afternoon,1,0,1,2,2.185272,41.38572
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Wednesday,May,3,8,Morning,1,0,1,2,2.183294,41.383379
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Tuesday,July,18,15,Afternoon,1,0,1,2,2.182508,41.382868
Ciutat Vella,la Barceloneta,Sunday,November,5,6,Morning,0,0,0,2,2.188088,41.378039
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sunday,August,20,18,Afternoon,1,0,1,1,2.182552,41.388562
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Friday,November,17,14,Afternoon,1,0,1,2,2.186859,41.391505
Ciutat Vella,la Barceloneta,Thursday,June,29,21,Afternoon,2,0,2,2,2.187542,41.380235
