DISTRICT.NAME,NEIGHBORHOOD.NAME,WEEKDAY,MONTH,DAY,HOUR,PART.OF.THE.DAY,MILD.INJURIES,SERIOUS.INJURIES,VICTIMS,VEHICLES.INVOLVED,LONGITUDE,LATITUDE
Eixample,Sant Antoni,Friday,June,30,8,Morning,1,0,1,2,2.156297,41.380433
Eixample,Sant Antoni,Thursday,December,21,16,Afternoon,1,0,1,2,2.156427,41.378622
Eixample,la Nova Esquerra de l'Eixample,Thursday,February,9,18,Afternoon,1,0,1,2,2.144293,41.390273
Eixample,la Sagrada Família,Tuesday,June,27,14,Afternoon,1,0,1,2,2.18111,41.406037
Eixample,la Sagrada Família,Friday,October,6,22,Night,1,0,1,2,2.182219,41.405191
Eixample,la Dreta de l'Eixample,Sunday,January,1,10,Morning,2,0,2,2,2.166376,41.393276
Eixample,la Dreta de l'Eixample,Tuesday,January,3,9,Morning,1,0,1,2,2.167508,41.39414
Eixample,la Dreta de l'Eixample,Tuesday,January,17,16,Afternoon,1,0,1,1,2.167508,41.39414
Eixample,la Dreta de l'Eixample,Wednesday,January,18,10,Morning,1,0,1,2,2.163202,41.392469
Eixample,la Dreta de l'Eixample,Monday,April,10,14,Afternoon,1,0,1,2,2.161465,41.397016
Eixample,la Dreta de l'Eixample,Wednesday,April,5,8,Morning,1,0,1,2,2.162979,41.395876
Eixample,la Sagrada Família,Tuesday,July,25,20,Afternoon,2,0,2,2,2.181477,41.404516
Eixample,la Dreta de l'Eixample,Thursday,January,5,15,Afternoon,1,0,1,2,2.164884,41.392165
Eixample,la Dreta de l'Eixample,Sunday,February,5,3,Night,1,0,1,2,2.161465,41.397016
Eixample,la Dreta de l'Eixample,Sunday,November,26,8,Morning,1,0,1,1,2.159495,41.396524
Eixample,la Dreta de l'Eixample,Saturday,September,2,17,Afternoon,2,0,2,2,2.159495,41.396524
Eixample,la Dreta de l'Eixample,Tuesday,August,29,20,Afternoon,1,0,1,2,2.159529,41.396527
Eixample,la Dreta de l'Eixample,Thursday,March,2,16,Afternoon,1,0,1,2,2.160389,41.396215
Eixample,la Sagrada Família,Wednesday,June,28,20,Afternoon,1,0,1,2,2.181123,41.404366
Eixample,la Dreta de l'Eixample,Friday,May,19,18,Afternoon,1,0,1,2,2.162979,41.395876
Eixample,la Dreta de l'Eixample,Friday,November,24,9,Morning,2,0,2,2,2.1585,41.392446
Eixample,la Sagrada Família,Thursday,November,23,7,Morning,1,0,1,2,2.181123,41.407749
Eixample,la Sagrada Família,Saturday,August,5,13,Morning,1,0,1,2,2.179982,41.406896
Eixample,la Sagrada Família,Tuesday,April,4,12,Morning,1,0,1,2,2.178659,41.406379
Eixample,la Dreta de l'Eixample,Thursday,January,19,10,Morning,1,0,1,4,2.164111,41.395009
Eixample,la Dreta de l'Eixample,Wednesday,June,28,8,Morning,1,0,1,2,2.165261,41.394136
Eixample,la Dreta de l'Eixample,Tuesday,November,28,14,Afternoon,1,0,1,2,2.165823,41.394725
Eixample,la Sagrada Família,Monday,January,2,17,Afternoon,1,0,1,2,2.181123,41.404366
Eixample,la Dreta de l'Eixample,Sunday,February,5,16,Afternoon,2,0,2,2,2.164111,41.395009
Eixample,la Dreta de l'Eixample,Thursday,November,30,11,Morning,2,0,2,2,2.162817,41.39081
Eixample,la Dreta de l'Eixample,Thursday,February,16,19,Afternoon,1,0,1,2,2.159495,41.396524
Eixample,la Dreta de l'Eixample,Tuesday,September,12,16,Afternoon,1,0,1,2,2.156212,41.394178
Eixample,la Dreta de l'Eixample,Wednesday,October,18,10,Morning,1,0,1,2,2.163448,41.391077
Eixample,la Dreta de l'Eixample,Thursday,March,9,14,Afternoon,1,0,1,2,2.165261,41.394136
Eixample,la Dreta de l'Eixample,Wednesday,December,13,14,Afternoon,1,0,1,2,2.159495,41.396524
Eixample,la Sagrada Família,Sunday,October,22,13,Morning,4,0,4,2,2.178945,41.402738
Eixample,la Dreta de l'Eixample,Saturday,April,1,15,Afternoon,1,0,1,2,2.162304,41.391909
Eixample,la Dreta de l'Eixample,Tuesday,October,31,14,Afternoon,1,0,1,2,2.162304,41.391909
Eixample,la Dreta de l'Eixample,Friday,March,17,8,Morning,1,0,1,2,2.161887,41.390149
Eixample,la Dreta de l'Eixample,Saturday,April,15,19,Afternoon,1,0,1,2,2.157645,41.395813
Eixample,la Dreta de l'Eixample,Saturday,November,4,17,Afternoon,1,0,1,2,2.156578,41.395549
Eixample,la Dreta de l'Eixample,Saturday,November,11,0,Night,1,0,1,2,2.155714,41.395567
Eixample,la Dreta de l'Eixample,Sunday,January,1,15,Afternoon,1,0,1,1,2.164884,41.392165
Eixample,la Dreta de l'Eixample,Wednesday,June,21,10,Morning,1,0,1,2,2.158287,41.393878
Eixample,la Sagrada Família,Saturday,December,16,22,Night,1,0,1,2,2.180009,41.403541
Eixample,la Dreta de l'Eixample,Wednesday,October,18,14,Afternoon,1,0,1,2,2.163201,41.392749
Eixample,la Dreta de l'Eixample,Saturday,February,18,11,Morning,1,0,1,2,2.162304,41.391909
Eixample,la Sagrada Família,Friday,August,25,11,Morning,1,0,1,2,2.178131,41.406505
Eixample,la Dreta de l'Eixample,Monday,January,23,22,Night,2,0,2,2,2.161147,41.39275
Eixample,la Sagrada Família,Friday,January,6,20,Afternoon,2,0,2,2,2.15998,41.393601
Eixample,la Sagrada Família,Tuesday,March,7,12,Morning,1,0,1,2,2.15998,41.393601
Eixample,la Sagrada Família,Sunday,January,8,20,Afternoon,1,0,1,2,2.17889,41.404391
Eixample,la Dreta de l'Eixample,Wednesday,July,26,20,Afternoon,1,0,1,2,2.161203,41.398083
Eixample,la Sagrada Família,Tuesday,September,12,9,Morning,1,0,1,2,2.181133,41.402673
Eixample,la Sagrada Família,Friday,November,17,13,Morning,1,0,1,2,2.178886,41.406072
Eixample,la Dreta de l'Eixample,Friday,December,22,6,Morning,1,0,1,2,2.166541,41.388465
Eixample,la Dreta de l'Eixample,Sunday,April,16,8,Morning,1,1,2,2,2.167008,41.388822
Eixample,la Dreta de l'Eixample,Thursday,August,10,8,Morning,1,0,1,2,2.167544,41.389205
Eixample,la Dreta de l'Eixample,Monday,April,10,18,Afternoon,1,0,1,2,2.161465,41.397016
Eixample,la Dreta de l'Eixample,Wednesday,August,9,20,Afternoon,1,0,1,1,2.159495,41.396524
Eixample,la Dreta de l'Eixample,Saturday,December,16,13,Morning,1,0,1,1,2.163111,41.397455
Eixample,la Dreta de l'Eixample,Monday,August,14,9,Morning,1,0,1,2,2.161465,41.397016
Eixample,la Sagrada Família,Monday,May,22,16,Afternoon,1,0,1,2,2.179982,41.406896
Eixample,la Sagrada Família,Sunday,June,18,19,Afternoon,1,0,1,2,2.179052,41.404652
Eixample,la Sagrada Família,Tuesday,October,24,11,Morning,1,0,1,2,2.18111,41.406037
Eixample,la Dreta de l'Eixample,Saturday,September,16,21,Afternoon,5,0,5,2,2.161094,41.395653
Eixample,la Dreta de l'Eixample,Wednesday,December,20,17,Afternoon,1,0,1,2,2.160499,41.39571
Eixample,la Dreta de l'Eixample,Thursday,June,29,17,Afternoon,1,0,1,2,2.160389,41.396215
Eixample,la Dreta de l'Eixample,Wednesday,October,18,9,Morning,1,0,1,2,2.162217,41.396297
Eixample,la Dreta de l'Eixample,Wednesday,May,31,9,Morning,0,0,0,2,2.162709,41.393924
Eixample,la Dreta de l'Eixample,Monday,July,10,14,Afternoon,1,0,1,2,2.162709,41.393924
Eixample,la Dreta de l'Eixample,Wednesday,September,13,10,Morning,2,0,2,2,2.162709,41.393924
Eixample,l'Antiga Esquerra de l'Eixample,Friday,October,27,15,Afternoon,1,0,1,2,2.157318,41.383073
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,February,25,21,Afternoon,1,0,1,2,2.158472,41.39074
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,January,3,19,Afternoon,1,0,1,2,2.151318,41.376346
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,December,28,20,Afternoon,2,0,2,2,2.1585,41.392446
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,November,1,18,Afternoon,1,0,1,2,2.156441,41.385682
Eixample,l'Antiga Esquerra de l'Eixample,Sunday,August,20,8,Morning,0,1,1,2,2.157337,41.386477
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,October,10,15,Afternoon,1,0,1,2,2.157337,41.386477
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,June,8,7,Morning,1,0,1,2,2.157359,41.39331
Eixample,l'Antiga Esquerra de l'Eixample,Sunday,December,24,16,Afternoon,1,0,1,1,2.161854,41.38819
Eixample,l'Antiga Esquerra de l'Eixample,Monday,October,9,12,Morning,1,0,1,2,2.158463,41.385637
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,April,20,21,Afternoon,1,0,1,2,2.154711,41.395317
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,February,16,15,Afternoon,1,0,1,2,2.15848,41.389038
Eixample,l'Antiga Esquerra de l'Eixample,Monday,October,16,9,Morning,1,0,1,1,2.164013,41.386548
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,January,17,12,Morning,1,0,1,3,2.157337,41.386477
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,June,10,12,Morning,1,0,1,2,2.155529,41.384997
Eixample,l'Antiga Esquerra de l'Eixample,Friday,May,12,9,Morning,1,0,1,2,2.153951,41.394167
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,April,12,9,Morning,1,0,1,2,2.154462,41.395009
Eixample,l'Antiga Esquerra de l'Eixample,Friday,October,27,1,Night,1,0,1,2,2.160748,41.390739
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,June,1,19,Afternoon,1,0,1,2,2.158465,41.38733
Eixample,l'Antiga Esquerra de l'Eixample,Friday,July,7,12,Morning,2,0,2,2,2.158936,41.387497
Eixample,l'Antiga Esquerra de l'Eixample,Monday,October,2,13,Morning,1,0,1,2,2.157334,41.384783
Eixample,l'Antiga Esquerra de l'Eixample,Monday,December,18,21,Afternoon,1,0,1,2,2.159851,41.388588
Eixample,l'Antiga Esquerra de l'Eixample,Friday,June,23,9,Morning,1,0,1,2,2.16116,41.389575
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,August,9,12,Morning,1,0,1,2,2.157335,41.38818
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,October,12,14,Afternoon,1,0,1,2,2.156647,41.387815
Eixample,l'Antiga Esquerra de l'Eixample,Sunday,May,21,18,Afternoon,1,0,1,2,2.154517,41.394461
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,May,18,8,Morning,1,0,1,2,2.16187,41.389891
Eixample,l'Antiga Esquerra de l'Eixample,Sunday,January,29,12,Morning,1,0,1,2,2.158142,41.388942
Eixample,l'Antiga Esquerra de l'Eixample,Friday,February,10,15,Afternoon,1,0,1,3,2.159164,41.387668
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,December,19,13,Morning,1,0,1,2,2.156205,41.387333
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,October,19,13,Morning,1,0,1,1,2.152821,41.393315
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,July,1,6,Morning,0,0,0,2,2.152262,41.393595
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,April,11,17,Afternoon,2,0,2,2,2.152113,41.393707
Eixample,l'Antiga Esquerra de l'Eixample,Monday,February,6,18,Afternoon,1,0,1,1,2.152966,41.39463
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,March,29,13,Morning,1,0,1,2,2.160748,41.390739
Eixample,l'Antiga Esquerra de l'Eixample,Monday,September,18,9,Morning,2,0,2,3,2.158267,41.386994
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,April,12,19,Afternoon,2,0,2,3,2.160074,41.388346
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,November,30,14,Afternoon,1,0,1,1,2.153937,41.387338
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,September,23,5,Night,2,0,2,2,2.151684,41.392459
Eixample,l'Antiga Esquerra de l'Eixample,Friday,September,29,18,Afternoon,0,1,1,2,2.152821,41.393315
Eixample,l'Antiga Esquerra de l'Eixample,Monday,March,6,23,Night,1,0,1,2,2.151961,41.394098
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,June,21,9,Morning,2,0,2,2,2.160309,41.388526
Eixample,l'Antiga Esquerra de l'Eixample,Friday,November,17,19,Afternoon,3,0,3,2,2.161864,41.386483
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,August,15,17,Afternoon,1,0,1,3,2.159924,41.3849
Eixample,l'Antiga Esquerra de l'Eixample,Friday,December,1,22,Night,1,0,1,2,2.155735,41.385152
Eixample,l'Antiga Esquerra de l'Eixample,Monday,April,10,15,Afternoon,1,0,1,1,2.156205,41.385633
Eixample,l'Antiga Esquerra de l'Eixample,Monday,October,9,20,Afternoon,1,0,1,2,2.160726,41.387335
Eixample,l'Antiga Esquerra de l'Eixample,Friday,June,9,13,Morning,1,0,1,2,2.160721,41.385621
Eixample,l'Antiga Esquerra de l'Eixample,Monday,May,29,18,Afternoon,1,0,1,2,2.159591,41.386483
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,September,19,9,Morning,1,0,1,2,2.159591,41.386483
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,January,4,15,Afternoon,2,0,2,2,2.157334,41.384783
Eixample,l'Antiga Esquerra de l'Eixample,Friday,November,3,21,Afternoon,1,0,1,2,2.156225,41.390736
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,January,28,15,Afternoon,1,0,1,2,2.159597,41.38819
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,December,13,10,Morning,2,0,2,2,2.159596,41.384772
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,February,9,8,Morning,1,0,1,2,2.159591,41.386483
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,September,26,12,Morning,1,0,1,2,2.159259,41.391721
Eixample,l'Antiga Esquerra de l'Eixample,Monday,May,15,15,Afternoon,1,0,1,2,2.15908,41.382842
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,August,15,11,Morning,2,0,2,2,2.159702,41.382987
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,August,24,10,Morning,1,0,1,2,2.157358,41.391589
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,July,26,14,Afternoon,1,0,1,1,2.156225,41.390736
Eixample,la Nova Esquerra de l'Eixample,Monday,April,3,10,Morning,1,0,1,2,2.151362,41.377124
Eixample,la Nova Esquerra de l'Eixample,Sunday,September,17,1,Night,0,0,0,1,2.149958,41.37601
Eixample,la Dreta de l'Eixample,Monday,October,30,17,Afternoon,1,0,1,1,2.170866,41.399615
Eixample,la Dreta de l'Eixample,Wednesday,June,21,8,Morning,1,0,1,3,2.170723,41.399578
Eixample,la Dreta de l'Eixample,Thursday,August,31,15,Afternoon,1,0,1,2,2.169928,41.399132
Eixample,la Dreta de l'Eixample,Friday,July,21,19,Afternoon,1,0,1,2,2.169936,41.399124
Eixample,la Dreta de l'Eixample,Monday,August,7,13,Morning,2,0,2,2,2.168649,41.398399
Eixample,la Dreta de l'Eixample,Saturday,September,9,7,Morning,1,0,1,1,2.167862,41.398368
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,September,7,11,Morning,0,0,0,1,2.153287,41.388702
Eixample,l'Antiga Esquerra de l'Eixample,Friday,November,10,20,Afternoon,2,0,2,2,2.149606,41.394029
Eixample,l'Antiga Esquerra de l'Eixample,Friday,September,29,18,Afternoon,1,0,1,2,2.151684,41.392459
Eixample,la Dreta de l'Eixample,Thursday,July,13,14,Afternoon,2,0,2,2,2.168634,41.400116
Eixample,la Dreta de l'Eixample,Wednesday,March,1,18,Afternoon,1,0,1,2,2.169936,41.399124
Eixample,la Dreta de l'Eixample,Sunday,May,7,11,Morning,1,0,1,4,2.170685,41.398893
Eixample,la Dreta de l'Eixample,Wednesday,December,27,19,Afternoon,1,0,1,2,2.168813,41.39698
Eixample,la Dreta de l'Eixample,Wednesday,July,19,11,Morning,1,0,1,4,2.169284,41.397054
Eixample,la Dreta de l'Eixample,Wednesday,December,20,20,Afternoon,1,0,1,3,2.169367,41.397392
Eixample,la Dreta de l'Eixample,Monday,January,9,16,Afternoon,1,0,1,2,2.168649,41.398399
Eixample,l'Antiga Esquerra de l'Eixample,Monday,November,20,22,Night,2,0,2,2,2.153949,41.390746
Eixample,l'Antiga Esquerra de l'Eixample,Monday,August,7,10,Morning,1,0,1,2,2.147915,41.393601
Eixample,la Dreta de l'Eixample,Wednesday,July,12,8,Morning,2,0,2,1,2.168263,41.399704
Eixample,la Dreta de l'Eixample,Thursday,May,4,16,Afternoon,2,0,2,2,2.168634,41.400116
Eixample,la Dreta de l'Eixample,Thursday,December,14,13,Morning,2,0,2,3,2.166516,41.398312
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,April,20,8,Morning,1,0,1,1,2.14774,41.392156
Eixample,la Dreta de l'Eixample,Tuesday,June,13,7,Morning,1,0,1,1,2.166375,41.400128
Eixample,la Dreta de l'Eixample,Thursday,July,27,7,Morning,1,0,1,3,2.166017,41.400249
Eixample,la Dreta de l'Eixample,Monday,October,16,14,Afternoon,1,0,1,1,2.165225,41.400967
Eixample,la Dreta de l'Eixample,Friday,February,17,16,Afternoon,1,0,1,2,2.167508,41.39414
Eixample,l'Antiga Esquerra de l'Eixample,Friday,November,24,19,Afternoon,1,0,1,2,2.145679,41.392787
Eixample,l'Antiga Esquerra de l'Eixample,Thursday,March,16,16,Afternoon,1,0,1,1,2.153167,41.391202
Eixample,la Dreta de l'Eixample,Monday,October,9,8,Morning,1,0,1,3,2.167777,41.394551
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,October,24,11,Morning,1,0,1,2,2.151673,41.387327
Eixample,la Dreta de l'Eixample,Sunday,January,15,13,Morning,1,0,1,2,2.169774,41.395845
Eixample,l'Antiga Esquerra de l'Eixample,Friday,April,28,13,Morning,1,0,1,2,2.151168,41.387922
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,September,13,8,Morning,1,0,1,2,2.14994,41.388846
Eixample,l'Antiga Esquerra de l'Eixample,Friday,July,28,14,Afternoon,1,0,1,1,2.151678,41.389043
Eixample,la Dreta de l'Eixample,Wednesday,July,5,17,Afternoon,1,0,1,3,2.163596,41.398179
Eixample,la Dreta de l'Eixample,Wednesday,May,3,8,Morning,1,0,1,2,2.167503,41.399263
Eixample,l'Antiga Esquerra de l'Eixample,Wednesday,January,11,7,Morning,1,0,1,3,2.150542,41.388185
Eixample,la Dreta de l'Eixample,Wednesday,November,29,20,Afternoon,0,0,0,2,2.163111,41.397455
Eixample,la Dreta de l'Eixample,Friday,February,24,19,Afternoon,1,0,1,2,2.145089,41.391121
Eixample,la Dreta de l'Eixample,Friday,March,31,21,Afternoon,1,0,1,2,2.164073,41.398413
Eixample,la Dreta de l'Eixample,Tuesday,July,25,20,Afternoon,1,0,1,2,2.167508,41.397568
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,May,2,7,Morning,1,1,2,2,2.153947,41.385623
Eixample,l'Antiga Esquerra de l'Eixample,Friday,November,24,9,Morning,1,0,1,2,2.14942,41.392464
Eixample,la Dreta de l'Eixample,Friday,January,13,13,Morning,1,0,1,2,2.146385,41.391121
Eixample,la Dreta de l'Eixample,Tuesday,February,14,8,Morning,1,0,1,2,2.170933,41.401797
Eixample,la Dreta de l'Eixample,Wednesday,May,10,9,Morning,1,0,1,2,2.17317,41.400095
Eixample,la Dreta de l'Eixample,Friday,December,22,13,Morning,1,0,1,2,2.17317,41.400095
Eixample,l'Antiga Esquerra de l'Eixample,Tuesday,November,21,12,Morning,1,0,1,2,2.149606,41.394029
Eixample,la Dreta de l'Eixample,Monday,August,7,21,Afternoon,1,0,1,1,2.168539,41.40051
Eixample,la Dreta de l'Eixample,Sunday,December,3,13,Morning,3,0,3,2,2.168216,41.400755
Eixample,l'Antiga Esquerra de l'Eixample,Saturday,September,30,22,Night,1,0,1,2,2.155072,41.388187
Eixample,la Dreta de l'Eixample,Friday,July,28,12,Morning,1,0,1,2,2.174308,41.397552
Eixample,la Dreta de l'Eixample,Saturday,December,9,14,Afternoon,2,0,2,2,2.166376,41.393276
Eixample,la Dreta de l'Eixample,Wednesday,March,15,20,Afternoon,1,0,1,1,2.163105,41.385547
Eixample,la Dreta de l'Eixample,Wednesday,May,17,22,Night,1,0,1,2,2.167507,41.39244
Eixample,la Dreta de l'Eixample,Tuesday,April,4,11,Morning,1,0,1,2,2.174965,41.393489
Eixample,la Dreta de l'Eixample,Monday,December,11,13,Morning,3,0,3,2,2.168151,41.393076
Eixample,la Dreta de l'Eixample,Thursday,February,9,20,Afternoon,1,0,1,2,2.173277,41.393182
Eixample,la Dreta de l'Eixample,Wednesday,February,1,14,Afternoon,2,0,2,2,2.170988,41.391485
Eixample,la Dreta de l'Eixample,Friday,July,28,18,Afternoon,1,0,1,2,2.174556,41.392231
Eixample,la Dreta de l'Eixample,Friday,June,30,16,Afternoon,1,0,1,2,2.168274,41.389418
Eixample,la Dreta de l'Eixample,Monday,December,4,16,Afternoon,1,0,1,2,2.167049,41.390416
Eixample,la Dreta de l'Eixample,Monday,May,15,11,Morning,1,0,1,2,2.166644,41.391177
Eixample,la Dreta de l'Eixample,Friday,October,13,19,Afternoon,1,0,1,2,2.165956,41.391288
Eixample,la Dreta de l'Eixample,Thursday,April,13,15,Afternoon,1,0,1,2,2.164884,41.392165
Eixample,la Dreta de l'Eixample,Monday,August,14,14,Afternoon,2,0,2,2,2.169896,41.390642
Eixample,la Dreta de l'Eixample,Wednesday,November,1,1,Night,1,0,1,2,2.169896,41.390642
Eixample,la Dreta de l'Eixample,Tuesday,December,5,20,Afternoon,1,0,1,2,2.17171,41.397106
Eixample,la Dreta de l'Eixample,Monday,April,24,10,Morning,1,0,1,2,2.176807,41.393927
Eixample,la Dreta de l'Eixample,Thursday,November,30,8,Morning,1,0,1,2,2.175917,41.39419
Eixample,la Dreta de l'Eixample,Tuesday,July,18,21,Afternoon,1,0,1,3,2.175728,41.394232
Eixample,la Dreta de l'Eixample,Tuesday,November,28,15,Afternoon,1,0,1,2,2.172272,41.390547
Eixample,la Dreta de l'Eixample,Thursday,February,9,18,Afternoon,1,0,1,2,2.168621,41.393285
Eixample,la Dreta de l'Eixample,Wednesday,November,22,9,Morning,2,0,2,3,2.173708,41.395538
Eixample,la Dreta de l'Eixample,Saturday,March,11,16,Afternoon,1,0,1,2,2.175342,41.395544
Eixample,la Dreta de l'Eixample,Saturday,January,7,4,Night,1,0,1,2,2.174613,41.395194
Eixample,la Dreta de l'Eixample,Friday,July,21,9,Morning,1,0,1,2,2.174585,41.394548
Eixample,la Dreta de l'Eixample,Wednesday,February,15,11,Morning,1,0,1,2,2.176167,41.395692
Eixample,la Dreta de l'Eixample,Tuesday,July,4,13,Morning,1,0,1,2,2.168261,41.394512
Eixample,la Dreta de l'Eixample,Monday,April,3,4,Night,0,0,0,1,2.169382,41.386614
Eixample,la Dreta de l'Eixample,Monday,September,18,17,Afternoon,1,0,1,2,2.165052,41.390104
Eixample,la Dreta de l'Eixample,Friday,January,20,9,Morning,2,0,2,3,2.172037,41.397542
Eixample,la Dreta de l'Eixample,Saturday,September,2,20,Afternoon,1,0,1,2,2.169341,41.395324
Eixample,la Dreta de l'Eixample,Sunday,September,24,21,Afternoon,0,0,0,1,2.169401,41.386016
Eixample,la Dreta de l'Eixample,Friday,November,24,21,Afternoon,1,0,1,2,2.165956,41.391288
Eixample,la Dreta de l'Eixample,Friday,June,2,17,Afternoon,0,0,0,2,2.17091,41.394996
Eixample,la Dreta de l'Eixample,Monday,July,10,12,Morning,1,0,1,2,2.17265,41.388159
Eixample,la Dreta de l'Eixample,Saturday,May,6,15,Afternoon,1,0,1,2,2.16187,41.389891
Eixample,la Dreta de l'Eixample,Saturday,January,7,17,Afternoon,1,0,1,2,2.169896,41.390642
Eixample,la Dreta de l'Eixample,Friday,March,17,13,Morning,0,1,1,2,2.174613,41.395194
Eixample,la Dreta de l'Eixample,Thursday,April,27,23,Night,2,0,2,2,2.165353,41.387244
Eixample,la Dreta de l'Eixample,Monday,May,29,8,Morning,1,0,1,2,2.165353,41.387244
Eixample,la Dreta de l'Eixample,Monday,July,17,20,Afternoon,1,0,1,2,2.169896,41.390642
Eixample,la Dreta de l'Eixample,Wednesday,January,11,9,Morning,2,0,2,2,2.162906,41.390878
Eixample,la Dreta de l'Eixample,Friday,February,3,8,Morning,1,0,1,2,2.170918,41.396687
Eixample,la Dreta de l'Eixample,Saturday,January,14,16,Afternoon,2,0,2,1,2.179072,41.390646
Eixample,la Dreta de l'Eixample,Sunday,August,6,4,Night,2,0,2,2,2.170962,41.391115
Eixample,la Dreta de l'Eixample,Tuesday,May,9,20,Afternoon,1,0,1,2,2.167024,41.388486
Eixample,la Dreta de l'Eixample,Monday,April,17,18,Afternoon,1,0,1,2,2.168274,41.389418
Eixample,la Dreta de l'Eixample,Saturday,May,20,12,Morning,1,0,1,1,2.171823,41.389044
Eixample,la Dreta de l'Eixample,Saturday,March,4,19,Afternoon,2,0,2,2,2.170085,41.387952
Eixample,la Dreta de l'Eixample,Tuesday,May,30,10,Morning,1,0,1,1,2.171614,41.389197
Eixample,la Dreta de l'Eixample,Thursday,June,8,16,Afternoon,2,0,2,2,2.164116,41.388186
Eixample,la Dreta de l'Eixample,Thursday,September,28,9,Morning,1,0,1,2,2.162805,41.389318
Eixample,la Dreta de l'Eixample,Thursday,November,16,10,Morning,1,0,1,2,2.171219,41.393675
Eixample,la Dreta de l'Eixample,Wednesday,November,29,8,Morning,1,0,1,1,2.171346,41.39377
Eixample,la Dreta de l'Eixample,Wednesday,December,20,17,Afternoon,1,0,1,2,2.17318,41.39498
Eixample,la Dreta de l'Eixample,Wednesday,February,8,11,Morning,1,0,1,1,2.17373,41.388956
Eixample,la Dreta de l'Eixample,Friday,January,6,12,Morning,1,0,1,2,2.168274,41.389418
Eixample,la Dreta de l'Eixample,Tuesday,November,28,10,Morning,2,0,2,2,2.16898,41.389618
Eixample,la Dreta de l'Eixample,Wednesday,May,31,9,Morning,1,0,1,2,2.171202,41.388218
Eixample,la Dreta de l'Eixample,Wednesday,November,22,18,Afternoon,1,0,1,2,2.1723,41.388801
Eixample,la Dreta de l'Eixample,Friday,January,27,21,Afternoon,1,0,1,2,2.174308,41.397552
Eixample,la Dreta de l'Eixample,Monday,December,4,21,Afternoon,1,0,1,2,2.165475,41.386073
Eixample,la Dreta de l'Eixample,Thursday,February,9,10,Morning,2,0,2,2,2.171146,41.389691
Eixample,la Dreta de l'Eixample,Wednesday,November,29,9,Morning,1,0,1,2,2.166412,41.386746
Eixample,la Dreta de l'Eixample,Tuesday,June,13,18,Afternoon,0,0,0,2,2.173277,41.393182
Eixample,la Dreta de l'Eixample,Tuesday,May,2,16,Afternoon,0,0,0,3,2.171191,41.391947
Eixample,la Dreta de l'Eixample,Tuesday,June,6,14,Afternoon,1,0,1,2,2.17284,41.393185
Eixample,la Dreta de l'Eixample,Wednesday,March,1,14,Afternoon,1,0,1,2,2.167544,41.389205
Eixample,la Dreta de l'Eixample,Saturday,March,25,19,Afternoon,3,0,3,2,2.172037,41.397542
Eixample,la Dreta de l'Eixample,Tuesday,June,27,17,Afternoon,1,0,1,1,2.173042,41.397111
Eixample,la Dreta de l'Eixample,Saturday,May,13,2,Night,2,0,2,1,2.173171,41.396686
Eixample,la Dreta de l'Eixample,Tuesday,August,15,10,Morning,1,0,1,2,2.170988,41.391485
Eixample,la Dreta de l'Eixample,Sunday,April,30,9,Morning,1,0,1,4,2.170988,41.391485
